City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Darovskoy,58.77,47.9564,14.85,99,98,3.67,RU,2022-02-14 18:49:59
Asfi,32.2994,-9.2372,59.36,75,90,14.41,MA,2022-02-14 18:49:59
Tavatuy,57.0703,60.1336,-0.78,100,95,3.58,RU,2022-02-14 18:50:00
Deniliquin,-35.5333,144.9667,66.99,38,89,4.5,AU,2022-02-14 18:50:01
Khandbari,27.3747,87.2039,51.96,71,30,3.49,NP,2022-02-14 18:50:02
Arnedo,42.2167,-2.1,45.82,67,38,15.95,ES,2022-02-14 18:50:02
Ikere,7.4913,5.2322,83.61,18,2,3.38,NG,2022-02-14 18:50:03
Jieshi,22.8134,115.8257,61.95,82,18,16.42,CN,2022-02-14 18:50:04
Ales,44.1333,4.0833,46.26,86,94,2.44,FR,2022-02-14 18:50:05
Constitucion,-35.3333,-72.4167,67.33,67,7,10.27,CL,2022-02-14 18:50:05
Kendal,54.3268,-2.7476,44.19,90,80,15.46,GB,2022-02-14 18:50:06
Zyryanka,65.75,150.85,-34.53,99,9,6.38,RU,2022-02-14 18:50:07
Westport,41.1415,-73.3579,26.29,41,0,21.85,US,2022-02-14 18:50:07
Cabedelo,-6.9811,-34.8339,88.47,63,100,12.15,BR,2022-02-14 18:50:08
Skjervoy,70.0311,20.9714,32.18,53,100,23.49,NO,2022-02-14 18:50:09
Annau,37.8876,58.516,33.3,100,75,4.61,TM,2022-02-14 18:50:09
Ambon,-3.6954,128.1814,77.14,88,40,9.22,ID,2022-02-14 18:50:10
Grand Gaube,-20.0064,57.6608,82.38,78,83,8.99,MU,2022-02-14 18:50:11
Kihei,20.785,-156.4656,73.85,73,20,0.0,US,2022-02-14 18:50:12
Karachi,24.9056,67.0822,67.82,60,0,3.44,PK,2022-02-14 18:45:40
Kumo,10.0447,11.2122,81.39,12,62,2.68,NG,2022-02-14 18:50:13
Sept-Iles,50.2001,-66.3821,6.06,56,75,5.75,CA,2022-02-14 18:49:40
Lloydminster,53.2835,-110.0016,13.68,85,100,11.5,CA,2022-02-14 18:45:55
Viramgam,23.1225,72.0484,70.03,29,0,8.93,IN,2022-02-14 18:50:14
Pervomayskoye,43.919,46.7102,38.79,67,100,12.03,RU,2022-02-14 18:50:15
Nogales,31.3086,-110.9422,74.32,9,0,2.39,MX,2022-02-14 18:50:16
Kigorobya,1.6162,31.3089,75.54,47,90,2.57,UG,2022-02-14 18:50:16
Jequie,-13.8575,-40.0836,81.03,82,98,5.28,BR,2022-02-14 18:51:17
Samarai,-10.6167,150.6667,82.18,74,100,8.3,PG,2022-02-14 18:48:41
Suba,10.8438,121.0102,80.42,80,100,17.31,PH,2022-02-14 18:51:19
Usinsk,65.9939,57.5281,3.78,96,55,11.92,RU,2022-02-14 18:51:19
Liwale,-9.7667,37.9333,71.46,87,100,6.67,TZ,2022-02-14 18:51:20
Sokolo,14.7328,-6.1219,78.75,13,3,9.57,ML,2022-02-14 18:51:21
Great Yarmouth,52.6083,1.7305,42.94,91,100,16.55,GB,2022-02-14 18:51:21
Saint Pete Beach,27.7253,-82.7412,66.16,33,0,12.66,US,2022-02-14 18:51:22
Kahului,20.8947,-156.47,74.84,72,20,7.0,US,2022-02-14 18:51:23
Tomohon,1.3346,124.8392,65.34,94,100,0.74,ID,2022-02-14 18:51:24
Boguchany,58.3814,97.4531,-17.37,99,31,4.52,RU,2022-02-14 18:51:25
Worcester,42.3334,-71.8328,21.22,47,20,21.85,US,2022-02-14 18:51:26
Santa Rosa De Aguan,15.95,-85.7167,75.22,82,88,5.75,HN,2022-02-14 18:51:26
Nuqui,5.7125,-77.2708,86.7,82,100,5.48,CO,2022-02-14 18:51:27
Paramirim,-13.4425,-42.2389,80.37,71,94,3.38,BR,2022-02-14 18:49:19
Usolye-Sibirskoye,52.7519,103.6453,-22.67,100,28,3.13,RU,2022-02-14 18:51:28
Manzanillo,20.3433,-77.1167,82.54,59,100,13.09,CU,2022-02-14 18:50:18
Centralia,46.7162,-122.9543,46.9,94,100,9.22,US,2022-02-14 18:51:29
Talaya,61.3833,152.75,-39.39,100,100,0.96,RU,2022-02-14 18:51:30
La Rioja,42.25,-2.5,38.98,85,25,8.32,ES,2022-02-14 18:51:31
Buala,-8.145,159.5921,79.2,86,99,7.78,SB,2022-02-14 18:51:31
Ibra,22.6906,58.5334,64.2,59,1,3.04,OM,2022-02-14 18:51:32
Kushmurun,52.4503,64.6311,9.79,95,82,8.84,KZ,2022-02-14 18:51:32
Sri Aman,1.2376,111.4621,73.45,94,100,0.0,MY,2022-02-14 18:51:33
Mercedes,-34.6515,-59.4307,88.03,16,0,7.94,AR,2022-02-14 18:51:34
Saraland,30.8207,-88.0706,63.55,33,100,4.59,US,2022-02-14 18:51:34
Kuala Terengganu,5.3302,103.1408,80.55,89,40,5.01,MY,2022-02-14 18:51:35
Benicarlo,40.4165,0.4271,57.25,47,98,13.67,ES,2022-02-14 18:51:36
Havoysund,70.9963,24.6622,31.08,58,100,30.18,NO,2022-02-14 18:51:36
Khash,28.2211,61.2158,45.41,45,6,6.6,IR,2022-02-14 18:51:38
Arona,28.0996,-16.681,61.83,80,75,16.11,ES,2022-02-14 18:51:38
Urumqi,43.801,87.6005,13.15,86,75,4.47,CN,2022-02-14 18:51:40
Palu,-0.8917,119.8707,76.14,95,97,1.97,ID,2022-02-14 18:51:40
Korem,12.5058,39.5228,56.48,67,0,5.12,ET,2022-02-14 18:51:41
Abnub,27.2696,31.1511,59.22,46,0,10.27,EG,2022-02-14 18:51:42
Noumea,-22.2763,166.4572,82.0,99,38,9.13,NC,2022-02-14 18:51:42
Pingliang,35.5392,106.6861,23.09,87,5,6.2,CN,2022-02-14 18:51:43
Jizan,17.3333,42.6667,81.54,67,4,4.72,SA,2022-02-14 18:51:44
Thinadhoo,0.5333,72.9333,82.11,73,100,10.04,MV,2022-02-14 18:51:45
Natal,-5.795,-35.2094,88.45,70,40,20.71,BR,2022-02-14 18:49:36
Yara,20.2753,-76.9533,84.31,51,100,11.74,CU,2022-02-14 18:51:46
Jijiga,9.35,42.8,62.19,58,26,8.75,ET,2022-02-14 18:51:46
Winnemucca,40.973,-117.7357,54.1,28,0,18.41,US,2022-02-14 18:51:47
Saint-Marc-Des-Carrieres,46.6834,-72.0491,10.47,43,100,6.91,CA,2022-02-14 18:51:48
Shetpe,44.1667,52.1167,31.68,64,11,2.42,KZ,2022-02-14 18:51:49
Molteno,-31.3968,26.3625,62.94,78,87,8.99,ZA,2022-02-14 18:52:49
Ust-Kuyga,70.0167,135.6,-34.71,99,93,4.97,RU,2022-02-14 18:52:51
Bad Berleburg,51.05,8.4,43.61,90,100,7.92,DE,2022-02-14 18:52:51
Selishche,56.8879,33.2691,27.28,87,100,11.14,RU,2022-02-14 18:52:52
Freeport,40.6576,-73.5832,27.18,44,0,17.27,US,2022-02-14 18:51:45
Tomakomai,42.6369,141.6033,19.54,86,75,8.05,JP,2022-02-14 18:52:53
Kilrush,52.6397,-9.4833,44.35,85,97,15.7,IE,2022-02-14 18:52:54
Oron,4.8256,8.2343,81.9,76,14,8.55,NG,2022-02-14 18:52:54
Qena,26.1615,32.7183,64.51,27,0,9.37,EG,2022-02-14 18:52:55
Naliya,23.2667,68.8333,66.27,68,0,5.55,IN,2022-02-14 18:52:56
Synya,65.3718,58.0387,8.35,92,73,9.51,RU,2022-02-14 18:52:57
Hearst,49.6835,-83.6665,5.25,72,100,8.25,CA,2022-02-14 18:48:44
Landerneau,48.4525,-4.2525,48.78,79,75,14.97,FR,2022-02-14 18:49:42
Ormara,25.2088,64.6357,70.45,73,0,8.59,PK,2022-02-14 18:52:58
